date,qc00000132,qc00000135,qc00000207,qc00000208,qc00000211,qc00000219,qc00000230,qc00000231,qc00000235,qc00000237,qc00000238,qc00000240,qc00000241,qc00000247,qc00000248,qc00000250,qc00000255,qc00000278,qc00000281,qc00000301,qc00000304
25/10/1994,0,0,NA,0,0,1,0,NA,0,0,0,3.4,0,0,0,0,NA,0,0,0,0
26/10/1994,0,0,NA,0,0,6,0,NA,0,0,0,2.3,0,0,0,0,NA,0,0,0,0
27/10/1994,0,0,NA,0,0,0,0,NA,0,0,0,0.7,0,0,0,18.1,NA,31.2,0,0,0
28/10/1994,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,5.3,0,0
29/10/1994,0,0,NA,0,5.1,10,0,NA,0,1.1,0,6.4,0.01,0,0,19,NA,0,0,0,0.1
30/10/1994,0,0,NA,0,39.8,7,0,NA,0,0,0,3.3,0.01,0,0.4,2.4,NA,0,15,0,1.2
31/10/1994,0,0,NA,0,10.4,1.5,0,NA,0,0,0,0,0,0,0,0.4,NA,0,22.5,0,8.7
1/11/1994,0,0,NA,0,0.9,4,NA,0,0,0.6,0,1.4,0,0,0,4.8,NA,0,23.4,0,0
2/11/1994,0,0,NA,0,0,9,NA,0,0,0.9,0,2.1,0.8,0,0.1,4.4,NA,0,4.3,0.6,3.7
3/11/1994,0,0,NA,0,0,9,NA,0,0,0,0,0,1.4,0,1,0.4,NA,0,0,0,2.1
4/11/1994,0,0,NA,0,11.5,3.5,NA,0,0,0,0,1.3,0,0,0,13,NA,0,0,0,15.4
5/11/1994,0,0,NA,0,24.7,2,NA,0,0,6,0,4.4,0.01,0,0,2.2,NA,35,0,0,0
6/11/1994,0,0,NA,0,29.4,4,NA,0,0,18,0.01,5.6,1.2,0,5.3,12.6,NA,0,25,0.01,0
7/11/1994,0,0,NA,0,0,2,NA,0,0,5,0,0.7,0.3,0,0,2.4,NA,20,1.8,0,21.3
8/11/1994,0,0,NA,0,0,0,NA,0,0,3.6,0,0,0,0,0,0,NA,0,16.2,0,4.1
9/11/1994,0,0,NA,0,0,3,NA,0,0,3,0,0,0,0,0,0.2,NA,0,0,0,5.2
10/11/1994,0,1,NA,0,23.3,6,NA,0,0,5.3,0,0,0,0,0,6,NA,0,6,0.01,9.8
11/11/1994,0,0,NA,0,0,0,NA,0,0,4.8,0,2.4,0,0,0,0,NA,0,0,0,0.6
12/11/1994,0,0,NA,0,1.1,26,NA,0,0,0,0,0.1,0,0,0,0,NA,0,2.9,0,0
13/11/1994,0,0,NA,0,0,2,NA,0,0,0,0,0,0,0,0,4,NA,0,0,0,0
14/11/1994,0.6,0,NA,0,0,21,NA,0,0,4.5,0,1.5,0,0,0,2,NA,0,0,0,21.2
15/11/1994,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,9.5,0,0,1
16/11/1994,0,0,NA,0,0.01,12,NA,0,0,0,0,1,0,0,0.3,2,NA,0,11.4,0,2.1
17/11/1994,0,0,NA,0,0,0.3,NA,0,0,0,0,0,0,0,0,0,NA,8.1,0,0,0
18/11/1994,0,0,NA,0,0,7,NA,0,0,0,0,0,0,0,0,0,NA,11,0,0,0
19/11/1994,0,0,NA,0,0,0,NA,0,0,2.7,0,0,0,0,0,0,NA,0,60,0,0
20/11/1994,0,0,NA,0,0,3,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
21/11/1994,0,0,NA,0,0,0.3,NA,0,0,0,0,0,0,0,0,0,NA,0,0.8,0,0
22/11/1994,0,0,NA,0,24.8,25,NA,0,0,0,0,51.8,0,0.01,0,0,NA,72.4,25.5,0,0
23/11/1994,0,0,NA,0,0,0,NA,0,0,0.9,0,3.7,3.3,0.01,0,0,NA,13,25.5,0.01,0
24/11/1994,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,1.4,0,0
25/11/1994,0,0,NA,0,0,0,NA,0,0,0,0,0,6.2,0,0,8.8,NA,0,0,0,0
26/11/1994,0,0,NA,0,0,82,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
27/11/1994,0,0,NA,0,3.4,0,NA,0,0,0,0,0,0,0,0,0,NA,9.1,0,0,0
28/11/1994,0,0,NA,0,32.6,24,NA,0,0,0,0,0,0,0,0,0.2,NA,14.3,0,0,0
29/11/1994,0,0,NA,0,0,10,NA,0,0,0,0,3,0,0,0,0.4,NA,0,7,0,0
30/11/1994,0,0,NA,0,10.7,0,NA,0,0,0,0,0,0,0,3.2,8.2,NA,22.1,0,0,3.3
1/12/1994,0,0,NA,0,0,22,0,0,0.8,0,0,3.2,3.5,0.5,1.2,2.8,NA,0,13.9,0,0
2/12/1994,0,0,NA,0,16.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9.3
3/12/1994,0,0,NA,0,0,0,0,0,0,0.2,0,8.4,0,0,0,2.2,NA,34.5,1.7,0,7.1
4/12/1994,0,0,NA,0,0,0,0,0,0,0,0,4.8,0.01,0,0,15.8,NA,0,3.5,0,2.6
5/12/1994,0,0,NA,0,0,4,0,0,0,0.1,0,8.2,0.2,0,0.3,7,NA,0,0,0,0.4
6/12/1994,0,0,NA,0,5.2,17,0,0,0,0.1,2.1,7.5,0.01,0,0.8,2.4,NA,0,16.5,0.1,2.2
7/12/1994,0,0,NA,0,2.5,1.5,0.01,0,0,0,0,4,1.4,0.01,0,18.6,NA,29.6,0,0.01,0.3
8/12/1994,0,0,NA,0,0,0.3,0,0,0,4,0,0,0,0,0,0,NA,0,10.1,0,0
9/12/1994,0,0,NA,0,0,0.3,0,0,0,0,0,0.1,0,0,0.2,2,NA,0,8.2,0,0
10/12/1994,0,0,NA,0,0,4,0,0,0,0,0,10.8,0,0,2.3,4.4,NA,20,48.6,0,0
11/12/1994,0,0,NA,0.2,20,1,0.01,0,0,0,0,2.6,0,0,0,2.4,NA,21,5.2,0,2.2
12/12/1994,0,0,NA,0,0,3,0,0,0,9.8,0,1.4,0.3,0,0.1,4.4,NA,20.5,5.5,0.01,10
13/12/1994,0,0,NA,0,27.1,4,0,0,0,0,0,0,0,0,0.8,0,NA,0,3.8,0,12.3
14/12/1994,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,4.8,0,NA,0,0,0,0
15/12/1994,0,0,NA,0,0,10,0,0,0,0.6,0,0,0,0,1.8,0,NA,10,1.8,0,0
16/12/1994,0,0,NA,0,20.2,3,0,0,0,0,0,0.8,0,0,0.6,0,NA,0,0,0,0
17/12/1994,0,0,NA,0,17.4,3.5,0.01,0,0.6,0.4,0,1.9,0.01,0.01,1.2,0,NA,0,30.2,0,3.1
18/12/1994,0.8,1,NA,5.2,12.4,11.5,3.8,11,8.1,5.6,7.8,10.3,0.01,10.5,11,12,NA,40.1,2.7,0.2,20.4
19/12/1994,0.8,5,NA,1.2,17.6,2,2.2,0,1.3,12.4,6.9,4.8,0,0.6,18.4,4,NA,0,25,0,28.5
20/12/1994,0,0,NA,0,0,8,0,0,0.7,0,20,0,0.01,0,34.5,2,NA,0,0,0,5.8
21/12/1994,0,0,NA,0,0,5.5,0,0,0.4,1.6,0.4,0,0.1,0,3.9,2,NA,0,1.4,0.3,3.4
22/12/1994,2.1,2.5,NA,0,0,0,0.01,0,0.9,0,0,6.3,0,0,6.6,0,NA,0,0,0,7
23/12/1994,0,0,NA,0,0,2,0,0,0.2,0,0,0,0,0,11.9,0,NA,30.3,0,1.3,2.6
24/12/1994,0,0,NA,0,0,11,0,0,0,0.7,0,0,0,0,0,0,NA,21,4.4,0,1.1
25/12/1994,0,0,NA,0,0,23,0.01,0,0,1.2,0,0,0,0,7.3,0,NA,30,23.7,0,0
26/12/1994,0,0,NA,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0,NA,0,16.9,0,0
27/12/1994,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,0,0,0
28/12/1994,0,0,NA,0,24,1,0,0,0,0,0,0,0,0,0,0,NA,11,0,0,0
29/12/1994,0.3,0,NA,0,15.5,26,0,0,0,6.8,0,8.6,0.01,0,0.8,24.2,NA,0,0,0,0
30/12/1994,0,0,NA,0,0,2,0,0,0,0,0,4.8,1.3,0,1.6,9.6,NA,25.8,4.7,0,1.9
31/12/1994,0,0,NA,0,0,0,0,0,2,1.5,0,2.4,0,0,0.1,6.8,NA,0,56.7,0,2.4
1/01/1995,NA,0,0,0,8.8,1,0,0,1.9,0,NA,0.4,0,0,1.3,0.2,NA,0,7.7,0,1.8
2/01/1995,NA,1.5,0,0,0,0,0,0,0,0.6,NA,3.3,0,0,0.8,0,NA,4,0,0,0.2
3/01/1995,NA,1,0,0,0,0,0,0,0,3,NA,0,0,0,2.5,0,NA,0,2.7,0,0.1
4/01/1995,NA,0,0,0,0,7,0,0,0,1.1,NA,0,0,0,13.1,28.8,NA,0,0,0,0
5/01/1995,NA,5,0,0,6.2,4.5,0,0,0,1.6,NA,7.9,0.4,0,17,2.2,NA,0,0,0,0
6/01/1995,NA,0,0.01,0,0,9.5,0,0.7,0,6.9,NA,1.4,0,0,5.9,8.2,NA,0,0,0.1,1.8
7/01/1995,NA,0,0,0,0,0,0,0,0,0.1,NA,0,0,0,13.4,0,NA,0,0,0,0
8/01/1995,NA,0,0,0,0,0,0,0,0,3.6,NA,0,0,0,1.7,0.2,NA,0,0,0,0
9/01/1995,NA,0,0,0,0,0,0,0,0,1.7,NA,0,0,0,10.7,0,NA,0,0,0,0
10/01/1995,NA,1,0,0,0,0,0,0,0,2.9,NA,0,0,0,0.2,0,NA,0,0,0,0
11/01/1995,NA,0,0,0,0,6.5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0
12/01/1995,NA,0,0,0,0,5.5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0
13/01/1995,NA,0,0,0,0,2,0,0,0,0,NA,0.8,0,0,0.5,0,NA,0,1.9,0,0
14/01/1995,NA,0,0,0,0,2.5,0,0,0,0,NA,0,0,0,0,0,NA,0,23.8,0,0
15/01/1995,NA,0,0,0,0,2,0,0,0,0.4,NA,0.8,0,0,4.1,0,NA,5.7,45.2,0,0
16/01/1995,NA,18,0,0,6.7,4.5,0,0,0,0.7,NA,4,0,0,4.1,0.4,NA,9,0,0.01,0.5
17/01/1995,NA,0,0,0,0,12,0,0,0,2.9,NA,4,0,0,0,8.8,NA,0,10.3,0,2.6
18/01/1995,NA,0,0,0,0,2.3,0,0,0,0,NA,0.1,0,0,0,0.4,NA,24.5,0,0,0
19/01/1995,NA,0,0,0,13.7,4.5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0
20/01/1995,NA,0,0,0,0,0,0,0,0,0,NA,0.8,0.01,0,0.3,2.6,NA,5,20.3,0,0
21/01/1995,NA,0,0,0,3.7,5.3,0,0,0,0,NA,4.3,0.01,0,1.2,4.8,NA,0,10.3,0,0
22/01/1995,NA,0,0,0,6.4,1,0,0,0,3.2,NA,1.5,0.01,0,0.5,4.6,NA,0,0,0,6.6
23/01/1995,NA,0,0,0,0.2,3,0,0,0.6,0,NA,0.2,0,0,3.7,2.4,NA,0,2.4,0.01,8.3
24/01/1995,NA,0,0,0,0.9,9.5,0,0,0,0,NA,0.8,0.01,0,0,2.8,NA,0,73.9,0,5.9
25/01/1995,NA,25,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,6.2,0,0
26/01/1995,NA,0,0,0,0,0,0.01,0,20.1,0.2,NA,0.1,0,0.01,3.4,0,NA,0,10.4,0,0
27/01/1995,NA,33.5,1,0,0,0,0.5,0,0,0.2,NA,4.2,0,0.5,0.6,8.2,NA,0,60.5,0,6.8
28/01/1995,NA,4,0,0,0,0,0.01,0,0,0,NA,0.1,0,0,0,0,NA,0,2.2,0,5.1
29/01/1995,NA,18,0,0,0,0,0,0,0,0,NA,0.2,0,0,0,0,NA,0,3.7,0.01,3.9
30/01/1995,NA,7.5,0,0,0,0,0,0.7,2.3,6.1,NA,0,0,1,3,0,NA,0,19.2,0,0
31/01/1995,NA,20,4.7,0,0,0,3.4,0,65.6,10.4,NA,2.1,0,0.2,43.4,0,NA,0,0,5.7,1.1
1/02/1995,0,0,0.1,0,5.1,11,0.01,3.2,21,44,7.5,1.5,2.6,1,21.7,4.6,NA,0,0,0,4.4
2/02/1995,0,0,1.9,0,0,0,0,0,0,15,0,7.4,0.01,0.01,19.5,0,NA,0,0,0.01,3.9
3/02/1995,0,0,0,0,0,0,0,0,0,4,0,0.7,0.4,0,4.7,0,NA,0,0,0,10.6
4/02/1995,0,0,0,0,1.5,2.5,0,0,0.1,0,0,2.6,8.2,0,11.1,8.8,NA,0,0,0,10.6
5/02/1995,0,2,0.8,0,11.6,30,8.8,0.3,21.2,17.4,0,0.1,12.4,1,76.8,6,NA,61,40.9,0,7.1
6/02/1995,0,0,0,0,2.4,0,0,0,0.1,0,0,0,0,0,0.3,2.2,NA,0,0,0,0
7/02/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,NA,0,0,0,0.7
8/02/1995,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,4.5,0,NA,0,0,0,0
9/02/1995,53.2,20,0,0,0.8,2.5,0,0,0,3.3,0,5.3,0,0,8.1,0,NA,0,0,0,0
10/02/1995,0,0,0,0,0,0,0,0,0,7.4,0,0.6,0,0,2.4,1,NA,0,0,0,0
11/02/1995,0,0,0,1.2,0.5,0,0,0,0.8,6.8,7.2,0.5,0.01,0,2.4,0.2,NA,0,4.2,0,0
12/02/1995,0.2,0,0,0,0,0,0,0,0.1,2.7,0,1,0,0,0.9,2.8,NA,0,46.9,0,9.8
13/02/1995,12.2,10,0,0,0,0,0,0,0,0,0.4,0,0,0,3.6,0,NA,0,0,0,9.8
14/02/1995,0,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,NA,0,0,0,0
15/02/1995,0,0,0,0,0,0.3,0,0,0,0,0,1.3,0,0,0,0.4,NA,1.5,4.6,0,0
16/02/1995,7.2,28,0,0,0,2.5,0,0,0,0,0,0.8,0,0,3.5,0,NA,0,14.6,0,0
17/02/1995,0.7,3,0,0,0,0,0,0,3.5,15.8,6.7,0,0,0.01,10.2,0,NA,13.1,3.9,0,1.9
18/02/1995,0.2,2,0,0,0,12,0,0,5.7,28.3,1.8,3.5,0,0.01,4.6,0.6,NA,3,0,0,1.2
19/02/1995,2.4,10,0.3,0.9,0,7.5,0,0.4,10.1,20.8,6.4,3.1,0,0.01,8.4,4.8,NA,2,1.8,0.01,12.8
20/02/1995,0.5,0,0,0,0,0,0.01,0,3.5,10,1.3,0.8,2.4,0,2.8,0,NA,0,0,0,19.3
21/02/1995,0,0,0,0,0,7,0,0,0,12.3,0.5,0.7,1.7,0,39.6,4.6,NA,63,13.5,0,3
22/02/1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0,NA,0,30,0,0
23/02/1995,0,0,0,0,5.1,20,0,0,0,0,0,0,0,0,0,0,NA,2.6,0,0,0
24/02/1995,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA,5.8,3.9,0,0
25/02/1995,1.1,0,0,0,0,4,0,0,0,0.2,0,0,0,0,1,0,NA,0,0,0,0
26/02/1995,0,0,0,0,1.5,16.5,0,0,0.1,1,0,4.3,0.01,0,4.4,0.6,NA,53.5,0,0,0.3
27/02/1995,11.1,0,0,0,3,5,0,0,0,0.3,3.2,5.8,0.01,0,3.9,7,NA,6,0,0,12.5
28/02/1995,0,0,0,0,24.1,4,0,0,0,16,2.2,1,0,0,12.6,0.2,NA,9,0,0,0.4
1/03/1995,10.6,12,0,0,7.3,6,0,0,0,0.2,0,1.9,0,0,0.2,7,NA,5.9,4.5,0,0
2/03/1995,0,0,0,0,27.2,4,0,0,0,0,0,9.2,0,0,1,4,NA,9.8,0,0,1.8
3/03/1995,0,0,0,0,7.6,8.5,0,0,0,0,0,1,0,0,0.3,6.8,NA,0,1.6,0,0
4/03/1995,0,0,0,0,0.3,9,0,0,0,0,0,4.5,0,0,1.3,0.4,NA,0,2.8,0,0
5/03/1995,0,0,0,0,0.9,12,0,0,0,0.6,0.7,2.9,0.2,0,1.6,4.4,NA,30,14.1,0,1.5
6/03/1995,2.5,1,0,0,0.8,0,0,0,0.3,9.3,0,0,0,0,0.8,0,NA,0,0,0,1.2
7/03/1995,0,0,0,0,1.2,2,0,0,0,4.4,0,0.4,0.01,0,5.5,6.8,NA,9.3,45,0,11.6
8/03/1995,0,0,0,0,43.3,0,0,0,0,13,0,1.2,0,0,4.4,0,NA,28.8,0,0,8
9/03/1995,0,0,0,0,0,9.5,0,0,1,34.8,0,26.8,0.5,0,10.2,0,NA,49.3,0,0,5.3
10/03/1995,0,0,0,0,47.2,23,0,0,0,0.9,0,1.2,1.3,0,6.4,0,NA,3.8,26.7,0,2.4
11/03/1995,8,12,0,0,20.3,2,0,0,0,16.8,0,1.6,21,0,14.3,15,NA,2.8,5.5,0,16.4
12/03/1995,0,0,0,0,1.1,0,0,0,0,0.4,0,0,0,0,4.4,0,NA,0,0,0,0
13/03/1995,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,1.7,0,NA,0,3.8,0,0.1
14/03/1995,0,0,0,0,2,9,0,0,7.5,7.4,5.6,0.1,0,0,29.8,0,NA,10,4.8,0,0
15/03/1995,0,0,0,0,33.1,0,0,0,0,6.4,0.01,0,0,0,13.7,0,NA,18,53.9,0,0
16/03/1995,0,0,0,0,2.6,30,0,0,0,0,0,0,0,0,2,2,NA,0,0,0,0.2
17/03/1995,0,0,0,0,44.5,7,0,0,0.2,8.6,0,0,1.4,0,2.4,0,NA,0,0,0.01,5.2
18/03/1995,17.6,4,0,0,0.4,0,0,0,0.8,0,0,0,0,0,0.1,0,NA,0,0,0,2.8
19/03/1995,4.8,18,0.01,1.8,0.1,3.5,0,0,0.6,22,6.7,27.7,4.1,0,24.5,8,NA,0,0,0,4.8
20/03/1995,3.9,0,0,0,0,0,0,0,0,6.6,0,0.4,0.8,0,10.8,21.2,NA,70,1.5,0,1.6
21/03/1995,0,0,0,0,17.4,18,0,0,0,5.1,0,13.5,1.8,0,1.1,22.6,NA,17.7,17.2,0.4,1.9
22/03/1995,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,48,0.9,NA,0,0,0,0
23/03/1995,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,2,0,NA,18,2,0,0
24/03/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,NA,66.5,0,0,0
25/03/1995,0,0,0,0,0,10.5,0,0,0,0,0,0.6,0,0,1.7,2.8,NA,6.3,0,0,0.7
26/03/1995,0,0,0,0,0,2,0,0,0,5.8,0,0.1,0,0,0,6.2,NA,0,10.8,0,0.2
27/03/1995,0,5,0,0,2.5,2,0,0,0,0.7,0,0.2,0,0,2.6,0,NA,0,0,0,4.8
28/03/1995,0,0,0,0,0,0,0,0,0.8,42.7,8.5,5.3,10.2,0.01,17.1,3,NA,0,0,0,0.4
29/03/1995,0,0,0.01,0,0,8,0,0,0,4,0,3,0.2,0.01,3.4,8.8,NA,9.8,62.4,0,3
30/03/1995,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,NA,0,0,0,0
31/03/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,NA,1,0,0,1.8
1/04/1995,0,0,0,0,0.1,0.3,0.01,0,0,6.7,7.5,0.4,0.3,1.5,9,2.2,NA,10,4.5,0.01,4.1
2/04/1995,0,0,0,0,0,7.8,0,0,0,32.2,8.6,0.6,0.01,0,0,0.6,NA,15.6,0,0.1,0.9
3/04/1995,0,0,0,0,7.3,0.3,0,0,0,0,0,1,0,0,0,0,NA,0,0.8,0,1.9
4/04/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,NA,16,0.5,0,0.2
5/04/1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
6/04/1995,0,0,0.2,0,0,57,0,1.2,0.6,0.2,0,10.9,1.1,0.8,12.2,0.2,NA,9.4,5.3,0.01,0
7/04/1995,0,0,0.9,0,9.6,2.3,0.9,0,40.8,28.3,6.5,20.1,1.1,0.01,20.1,6.6,NA,15.8,0,0,20.6
8/04/1995,0,0,0,0,0,11,0,0,0.1,35,0,28.3,27.1,0.01,30.8,8.2,NA,0,0,0.01,13.5
9/04/1995,0,0,0,0,0,3,0,0,0,35.6,30.6,13.3,6.9,0.01,3.3,11.2,NA,0,3.2,0,4
10/04/1995,0,0,0,0,8.9,0,0,0,0,6.1,0,1.8,0,0,0.1,4.6,NA,0,38.8,0,3.2
11/04/1995,0,0,0,0,0,13.5,0,0,0,4.5,0,3.1,2.5,0.01,0.8,12.8,NA,7.6,9.7,0,0.4
12/04/1995,0,0,0,0,15.1,31.3,0.01,0,0,20,9.6,14.2,0.8,0.01,4.1,2.6,NA,5.6,0,0.01,0
13/04/1995,0,0,0,0,0,2.5,0,0,0,8.2,0,0,0,0.01,3.5,0,NA,0,0,0,0
14/04/1995,0,0,0,0,4.8,23,0,0,0,1.5,0,3.6,0,0,0,8.3,NA,0,0,0,0.9
15/04/1995,0,0,0,0,0,0,0,0,0,3.3,3.3,4.1,0,0,1.5,2.1,NA,0,0,0,0
16/04/1995,0,0,0,0,0,12,0,0,0,0.1,0,0.6,0,0,1,0.2,NA,0,2.3,0,0
17/04/1995,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.7,0,NA,0,0,0,0
18/04/1995,0,0,0,0,9.1,9,0,0,0,18.2,0,0,0,0,1.8,0,NA,0,0,0,0
19/04/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,17.2,43,0,0
20/04/1995,0,0,0,0,49.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,7.4,0,0
21/04/1995,0,0,0,0,30.7,12,0,0,0,0,0,0,0,0,0,2.2,NA,9.6,0,0,0
22/04/1995,0,0,0,0,0,69.5,0,0,0,0,0,3.3,0,0,0,0,NA,0,0,0,0
23/04/1995,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0,NA,0,0,0,0
24/04/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
25/04/1995,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.3,4,NA,0,0,0,0
26/04/1995,0,0,0,0,0,0,0,0,0,3,0,1.9,0,0,0,0,NA,0,15.8,0,0
27/04/1995,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,0,24.6,0,0
28/04/1995,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.1,0,NA,0,0,0,0
29/04/1995,0,0,0,0,1.1,0,0,0,0,0,0,1,0,0,0,0,NA,15.1,0,0,0
30/04/1995,0,0,0,0,32.1,0,0,0,0,0.1,0,3.1,0,0,0,0,NA,22.7,0,0,0
1/05/1995,0,0,0,0,0,0,0,0,0,0.8,0.01,0,0,0,0.4,0,NA,0,0,0.01,1.9
2/05/1995,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2,NA,0,0,0,0
3/05/1995,0,0,0,0,0,0.3,0,0,0,0.3,0,1.1,0.2,0,0,8.6,NA,0,6.2,0,0.3
4/05/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,NA,0,0,0,0
5/05/1995,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,1,2.8,NA,0,0,0,0
6/05/1995,0,0,0,0,0,1,0,0,0,0.4,0,0,0,0,0.8,0.4,NA,0,0,0,0
7/05/1995,0,0,0,0,0,2.5,0,0,0,5.2,0,0.7,0,0,2.8,4,NA,0,5.8,0,0
8/05/1995,0,0,0,0,11.9,5,0,0,0,1.3,0,14.2,0.8,0,2.9,12.3,NA,51.8,42.8,0,2.2
9/05/1995,0,0,0,0,0,0,0,0,0,0.6,4,4,0.01,0,0,6.1,NA,0,0,0.01,3.5
10/05/1995,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,NA,0,0,0,3.3
11/05/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
12/05/1995,0,0,0,0,0,0,0,0,0,0,0.01,0.4,0,0,0,0,NA,0,12.5,0,0
13/05/1995,0,0,0,0,0,0.3,0,0,0,0,0,4.8,0.1,0.01,1.9,16.2,NA,0,5.4,0,0
14/05/1995,0,0,0,0,0,1.5,0,0,0,3.3,0,5.9,0,0,0,2.3,NA,0,23.3,0,0
15/05/1995,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.3,0,NA,1.8,0,0,0
16/05/1995,0,0,0,0,2.1,0,0,0,0,3.7,0.6,4.7,0.01,0,0.5,0.4,NA,17.6,53.2,0.2,0.2
17/05/1995,0,0.6,0,0,1.6,0.3,0,0,0,1.8,0.2,0,0.01,0,1.2,2.2,NA,9,15.8,0,1.3
18/05/1995,1.4,0,0,0,2.5,2,0,0.8,0,5.8,2,28,0,1,2.3,2.1,NA,1.8,1.9,0.01,0
19/05/1995,0,0.6,0,0,0,0,0,0,0,3.2,2.4,23.6,0,0,1.9,2.3,NA,0,0,0.01,0
20/05/1995,0,0,0,0,1.2,3,0,0,0,6.8,0,0,0.01,0.01,1.8,12.3,NA,0,1.9,0.01,2.9
21/05/1995,0,0,0,0,0,17,0,0,0,3.8,0,8.7,0,0,0,6.1,NA,7.8,0,0,1
22/05/1995,0,0,0,0,0,19,0,0,0,1.5,0,0,0,0,1.6,0,NA,0,17.3,0,0.1
23/05/1995,0,0,0,0,0,0,0,0,0,4,0,12.4,1,0,6.2,0,NA,0,0,0,3.9
24/05/1995,0,0,0,0,8.8,3,0,0,0,1.5,0,0,0.01,0,0,0.2,NA,53.4,6,0,0
25/05/1995,0,0,0,0,22.1,2.3,0,0,0,0,0,0,0,0,0,4.4,NA,0,45.3,0,0
26/05/1995,0,0,0,0,6.1,0,0,0,0,8.3,0,0,0,0,0,0,NA,0,0,0,0
27/05/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
28/05/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
29/05/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
30/05/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.3,0,0
31/05/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,0
1/06/1995,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,1.9,0,0
2/06/1995,0,0,0,0,0,0.3,NA,0,0,0,0,4.6,0,0,0,0,NA,0,0,0,0
3/06/1995,0,0,0,0,1.5,0,NA,0,0,0,0,2.2,0,0,0,10.2,NA,24.6,4.8,0,0
4/06/1995,0,0,0,0,0,10,NA,0,0,0,0,0.6,0.01,0,0,2.3,NA,5.3,23.2,0,0
5/06/1995,0,0,0,0,0,6.8,NA,0,0,0,0,0,0,0,0,2,NA,0,17.1,0,0
6/06/1995,0,0,0,0,0,1.5,NA,0,0,0,0,3.6,0,0,0.5,0,NA,0,0,0,0
7/06/1995,0,0,0,0,0,0.3,NA,0,0,0,0,0,0,0,0.4,0,NA,1.8,0,0,0
8/06/1995,0,0,0,0,0,0.6,NA,0,0,2.6,0,5.1,0,0,0,0,NA,0,15.4,0,0
9/06/1995,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0.2,0,0
10/06/1995,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,7.5,0,0
11/06/1995,0,0,0,0,0,0,NA,0,0,0,0,0.8,0,0,0,0,NA,0,0,0,0
12/06/1995,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
